시간,시작가,고가,저가,종가,거래량,macd,macd_s,macd_d,vwap,sar
07/27/24 17:41:00,67916.7,67916.7,67888.4,67903.5,46.569,-39.284396877119434,-35.15270091967439,-4.1316959574450465,67933.14251971,67957.41759439757
07/27/24 17:42:00,67903.5,67903.6,67870.8,67880.4,56.626,-40.64482063242758,-36.251124862225026,-4.393695770202555,67929.1357944839,67948.15583495781
07/27/24 17:43:00,67880.4,67907.2,67880.4,67907.1,56.361,-39.117576330929296,-36.82441515596588,-2.2931611749634158,67922.21040388741,67939.82025146204
07/27/24 17:44:00,67907.1,67923.8,67907.1,67923.8,61.313,-36.14303932740586,-36.68813999025388,0.5451006628480215,67920.3907961616,67932.31822631584
07/27/24 17:45:00,67923.8,67960.8,67923.7,67949.5,97.821,-31.35053267989133,-35.620618528181375,4.270085848290044,67918.20659665599,67864.8
07/27/24 17:46:00,67949.6,67949.6,67929.4,67942.9,50.65,-27.764944478229154,-34.049483718190935,6.284539239961781,67914.80769042879,67866.72
07/27/24 17:47:00,67942.9,67942.9,67929.4,67931.9,32.361,-25.516806206520414,-32.342948215856836,6.826142009336422,67913.17791654404,67868.6016
07/27/24 17:48:00,67931.9,67932.0,67900.0,67900.1,77.132,-26.001406635172316,-31.074639899719934,5.073233264547618,67912.09470865002,67870.445568
07/27/24 17:49:00,67900.1,67900.1,67873.2,67891.0,71.473,-26.810692935279803,-30.221850506831906,3.4111575715521028,67908.45935844503,67872.25265663999
07/27/24 17:50:00,67891.1,67911.1,67883.2,67902.1,45.314,-26.25374410560471,-29.42822922658647,3.1744851209817604,67906.5144652073,67873.2
07/27/24 17:51:00,67902.1,67911.3,67895.9,67900.6,55.503,-25.637858337562648,-28.67015504878171,3.032296711219061,67904.30259389964,67873.2
07/27/24 17:52:00,67900.6,67930.0,67900.5,67907.1,61.015,-24.344638908616616,-27.805051820748695,3.460412912132078,67907.5773464341,67874.95199999999
